
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
729,364,11659.65917,-1516,FFFFFA14,1503.72204
731,365,11691.69140,-1516,FFFFFA14,1506.28405
733,366,11723.72363,-1517,FFFFFA13,1526.53894
735,367,11755.75585,-1516,FFFFFA14,1527.33361
737,368,11787.78808,-1516,FFFFFA14,1534.51940
739,369,11819.81933,-1517,FFFFFA13,1528.22570
741,370,11851.85156,-1517,FFFFFA13,1515.40734
743,371,11883.88378,-1516,FFFFFA14,1533.06042
745,372,11915.91601,-1516,FFFFFA14,1540.77453
747,373,11947.94824,-1516,FFFFFA14,1542.52368
749,374,11979.97949,-1516,FFFFFA14,1522.14404
751,375,12012.01171,-1517,FFFFFA13,1524.70080
753,376,12044.04394,-1518,FFFFFA12,1530.04333
755,377,12076.07617,-1518,FFFFFA12,1518.14562
757,378,12108.10839,-1517,FFFFFA13,1534.38342
759,379,12140.14062,-1517,FFFFFA13,1533.88256
761,380,12172.17187,-1519,FFFFFA11,1536.75915
763,381,12204.20410,-1517,FFFFFA13,1535.59960
765,382,12236.23632,-1518,FFFFFA12,1521.62109
767,383,12268.26855,-1518,FFFFFA12,1516.31518
769,384,12300.30078,-1518,FFFFFA12,1509.66296
771,385,12332.33203,-1518,FFFFFA12,1516.17285
773,386,12364.36425,-1518,FFFFFA12,1528.52355
775,387,12396.39648,-1517,FFFFFA13,1537.90197
777,388,12428.42871,-1518,FFFFFA12,1536.66015
779,389,12460.46093,-1518,FFFFFA12,1525.57287
781,390,12492.49218,-1517,FFFFFA13,1509.42395
783,391,12524.52441,-1517,FFFFFA13,1528.11437
785,392,12556.55664,-1518,FFFFFA12,1514.53356
787,393,12588.58886,-1519,FFFFFA11,1518.87475
789,394,12620.62109,-1518,FFFFFA12,1529.82031
791,395,12652.65234,-1517,FFFFFA13,1535.49414
793,396,12684.68457,-1517,FFFFFA13,1522.16796
795,397,12716.71679,-1518,FFFFFA12,1529.48010
797,398,12748.74902,-1518,FFFFFA12,1513.57983
799,399,12780.78125,-1518,FFFFFA12,1508.30981
801,400,12812.81250,-1518,FFFFFA12,1532.70898
803,401,12844.84472,-1519,FFFFFA11,1519.46179
805,402,12876.87695,-1519,FFFFFA11,1539.37561
807,403,12908.90917,-1518,FFFFFA12,1515.96472
809,404,12940.94140,-1518,FFFFFA12,1534.89794
