
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
807,403,12908.90917,-946,FFFFFC4E,990.66784
809,404,12940.94140,-944,FFFFFC50,1011.17828
811,405,12972.97265,-942,FFFFFC52,1002.99060
813,406,13005.00488,-942,FFFFFC52,1027.16076
815,407,13037.03710,-941,FFFFFC53,1013.06103
817,408,13069.06933,-940,FFFFFC54,1018.43713
819,409,13101.10156,-940,FFFFFC54,1025.52893
821,410,13133.13281,-940,FFFFFC54,1015.46765
823,411,13165.16503,-940,FFFFFC54,1006.64410
825,412,13197.19726,-942,FFFFFC52,995.89605
827,413,13229.22949,-945,FFFFFC4F,976.73156
829,414,13261.26171,-951,FFFFFC49,974.37811
831,415,13293.29296,-957,FFFFFC43,989.65130
833,416,13325.32519,-962,FFFFFC3E,988.31304
835,417,13357.35742,-965,FFFFFC3B,990.10711
837,418,13389.38964,-971,FFFFFC35,1000.00421
839,419,13421.42187,-976,FFFFFC30,1019.73968
841,420,13453.45312,-981,FFFFFC2B,1034.64514
843,421,13485.48535,-987,FFFFFC25,1015.74432
845,422,13517.51757,-993,FFFFFC1F,1027.34069
847,423,13549.54980,-999,FFFFFC19,1014.70996
849,424,13581.58203,-1005,FFFFFC13,1022.04449
851,425,13613.61328,-1012,FFFFFC0C,1004.75891
853,426,13645.64550,-1020,FFFFFC04,998.58526
855,427,13677.67773,-1027,FFFFFBFD,984.97674
857,428,13709.70996,-1033,FFFFFBF7,986.89196
859,429,13741.74218,-1037,FFFFFBF3,991.15545
861,430,13773.77343,-1039,FFFFFBF1,985.67156
863,431,13805.80566,-1039,FFFFFBF1,993.00903
865,432,13837.83789,-1041,FFFFFBEF,1011.96582
867,433,13869.87011,-1046,FFFFFBEA,1011.43261
869,434,13901.90234,-1052,FFFFFBE4,1021.10260
871,435,13933.93359,-1057,FFFFFBDF,1028.43811
873,436,13965.96582,-1062,FFFFFBDA,1025.58874
875,437,13997.99804,-1065,FFFFFBD7,1033.73596
877,438,14030.03027,-1068,FFFFFBD4,1018.80938
879,439,14062.06250,-1071,FFFFFBD1,1003.10876
881,440,14094.09375,-1075,FFFFFBCD,1007.35418
883,441,14126.12597,-1076,FFFFFBCC,995.35711
885,442,14158.15820,-1078,FFFFFBCA,991.51916
887,443,14190.19042,-1081,FFFFFBC7,974.65563
889,444,14222.22265,-1081,FFFFFBC7,984.03729
891,445,14254.25390,-1081,FFFFFBC7,994.77691
893,446,14286.28613,-1081,FFFFFBC7,1000.45935
895,447,14318.31835,-1081,FFFFFBC7,1017.51898
897,448,14350.35058,-1081,FFFFFBC7,1019.78088
899,449,14382.38281,-1080,FFFFFBC8,1033.76196
901,450,14414.41406,-1076,FFFFFBCC,1014.59350
903,451,14446.44628,-1073,FFFFFBCF,1014.43743
905,452,14478.47851,-1069,FFFFFBD3,1017.91400
907,453,14510.51074,-1064,FFFFFBD8,995.42352
909,454,14542.54296,-1059,FFFFFBDD,996.79919
911,455,14574.57421,-1055,FFFFFBE1,982.15234
913,456,14606.60644,-1050,FFFFFBE6,976.19873
915,457,14638.63867,-1044,FFFFFBEC,973.88989
917,458,14670.67089,-1037,FFFFFBF3,977.26513
919,459,14702.70312,-1032,FFFFFBF8,980.39880
921,460,14734.73437,-1026,FFFFFBFE,1000.24835
923,461,14766.76660,-1020,FFFFFC04,1013.23925
925,462,14798.79882,-1014,FFFFFC0A,1005.41601
927,463,14830.83105,-1008,FFFFFC10,1018.68194
929,464,14862.86328,-1003,FFFFFC15,1018.94592
931,465,14894.89453,-1000,FFFFFC18,1031.67382
933,466,14926.92675,-997,FFFFFC1B,1018.32073
935,467,14958.95898,-993,FFFFFC1F,1013.32879
937,468,14990.99121,-988,FFFFFC24,1000.45532
939,469,15023.02343,-983,FFFFFC29,987.99780
941,470,15055.05468,-977,FFFFFC2F,993.72497
