776,1553,-140115968,F7A60000
777,1555,-139919360,F7A90000
778,1557,-139116544,F7B54000
779,1559,-138117120,F7C48000
780,1561,-136806400,F7D88000
781,1563,-134496256,F7FBC000
782,1565,-131022848,F830C000
783,1567,-127041536,F86D8000
784,1569,-122781696,F8AE8000
785,1571,-118849536,F8EA8000
786,1573,-118161408,F8F50000
787,1575,-114704384,F929C000
788,1577,-110804992,F9654000
789,1579,-106577920,F9A5C000
790,1581,-102285312,F9E74000
791,1583,-98418688,FA224000
792,1585,-95256576,FA528000
793,1587,-92635136,FA7A8000
794,1589,-90734592,FA978000
795,1591,-89767936,FAA64000
796,1593,-89817088,FAA58000
797,1595,-91701248,FA88C000
798,1597,-94748672,FA5A4000
799,1599,-97632256,FA2E4000
800,1601,-100958208,F9FB8000
801,1603,-105267200,F9B9C000
802,1605,-109953024,F9724000
803,1607,-114409472,F92E4000
804,1609,-117997568,F8F78000
805,1611,-120455168,F8D20000
806,1613,-122683392,F8B00000
807,1615,-125698048,F8820000
808,1617,-128942080,F8508000
809,1619,-131088384,F82FC000
810,1621,-132513792,F81A0000
811,1623,-134676480,F7F90000
812,1625,-135249920,F7F04000
813,1627,-137756672,F7CA0000
814,1629,-139624448,F7AD8000
815,1631,-140558336,F79F4000
816,1633,-140083200,F7A68000
817,1635,-138788864,F7BA4000
818,1637,-137379840,F7CFC000
819,1639,-135675904,F7E9C000
820,1641,-132988928,F812C000
821,1643,-129286144,F84B4000
822,1645,-125157376,F88A4000
823,1647,-120995840,F8C9C000
824,1649,-117309440,F9020000
825,1651,-113885184,F9364000
826,1653,-110051328,F970C000
827,1655,-105791488,F9B1C000
828,1657,-101515264,F9F30000
829,1659,-97648640,FA2E0000
830,1661,-94617600,FA5C4000
831,1663,-92291072,FA7FC000
832,1665,-90701824,FA980000
833,1667,-89882624,FAA48000
834,1669,-90112000,FAA10000
835,1671,-92307456,FA7F8000
836,1673,-95502336,FA4EC000
837,1675,-95780864,FA4A8000
838,1677,-98713600,FA1DC000
839,1679,-102563840,F9E30000
840,1681,-107085824,F99E0000
841,1683,-111673344,F9580000
842,1685,-115752960,F919C000
843,1687,-118816768,F8EB0000
844,1689,-121012224,F8C98000
845,1691,-123502592,F8A38000
846,1693,-126894080,F86FC000
847,1695,-129712128,F844C000
848,1697,-131284992,F82CC000
849,1699,-132939776,F8138000
850,1701,-135413760,F7EDC000
851,1703,-137887744,F7C80000
852,1705,-139476992,F7AFC000
853,1707,-140034048,F7A74000
854,1709,-139345920,F7B1C000
855,1711,-137887744,F7C80000
856,1713,-136429568,F7DE4000
857,1715,-134610944,F7FA0000
858,1717,-131743744,F825C000
859,1719,-128090112,F85D8000
860,1721,-124026880,F89B8000
861,1723,-119865344,F8DB0000
862,1725,-119308288,F8E38000
863,1727,-115720192,F91A4000
864,1729,-112099328,F9518000
865,1731,-108019712,F98FC000
866,1733,-103776256,F9D08000
867,1735,-99794944,FA0D4000
868,1737,-96452608,FA404000
869,1739,-93650944,FA6B0000
870,1741,-91537408,FA8B4000
871,1743,-90341376,FA9D8000
872,1745,-89948160,FAA38000
873,1747,-91013120,FA934000
874,1749,-93716480,FA6A0000
875,1751,-96600064,FA3E0000
876,1753,-99483648,FA120000
877,1755,-103514112,F9D48000
878,1757,-108298240,F98B8000
879,1759,-113049600,F9430000
880,1761,-117080064,F9058000
881,1763,-119701504,F8DD8000
882,1765,-121700352,F8BF0000
883,1767,-124420096,F8958000
884,1769,-127746048,F862C000
885,1771,-130301952,F83BC000
886,1773,-131760128,F8258000
887,1775,-132251648,F81E0000
888,1777,-134152192,F8010000
889,1779,-136544256,F7DC8000
890,1781,-138625024,F7BCC000
